 TITLE = "f:\20200825Ma7jiaozheng\num1\Test0120200827122054.dat"
  VARIABLES = "t(s)","PV(Pa)","PS(atm)","PI(atm)","TH(K)","TB(K)","PH(atm)","PB(atm)"
 ZONE I=           4000, DATAPACKING=POINT
 AUXDATA	ChNumber="8"
 AUXDATA	SaveFreqinHz="100"
 AUXDATA	StartTimeinSec="3807519654.015"
         1.8300       558.9389        60.1702        19.0503       581.6033       348.8364         0.0828        -0.2226
         1.8400       558.1405        60.1242        19.0679       581.6422       349.1744         0.0912        -0.2114
         1.8500       565.5793        60.2444        19.0817       581.1164       349.0468         0.0815        -0.2163
         1.8600       560.1137        60.2077        19.0532       581.0921       349.1532         0.0959        -0.2099
         1.8700       562.5233        60.2060        19.0650       582.2443       349.2152         0.0951        -0.2313
         1.8800       563.8045        60.1928        19.0751       581.7863       348.8382         0.0669        -0.2392
         1.8900       561.0291        60.1492        19.0579       582.1134       349.1178         0.0942        -0.2231
         1.9000       567.3312        60.2281        19.0808       582.0602       349.2709         0.0887        -0.2319
         1.9100       563.8100        60.1306        19.0587       581.5041       349.0119         0.0776        -0.2068
         1.9200       559.0779        60.1132        19.0451       581.7581       348.9801         0.0950        -0.2074
         1.9300       564.6996        60.2587        19.0810       581.2594       348.9717         0.0800        -0.2362
         1.9400       563.6481        60.1865        19.0435       581.5461       349.2176         0.0851        -0.2122
         1.9500       564.8385        60.2170        19.0680       582.1382       349.1542         0.0755        -0.2226
         1.9600       562.9378        60.2844        19.0701       581.6018       348.6682         0.0705        -0.2337
         1.9700       560.3015        60.2179        19.0471       581.7451       349.1462         0.1022        -0.2013
         1.9800       564.2116        60.2651        19.0813       581.8479       349.2311         0.0851        -0.2248
         1.9900       560.4611        60.1761        19.0616       581.4798       349.0836         0.0839        -0.2201
         2.0000       561.7272        60.0723        19.0777       581.9146       349.5055         0.0847        -0.2035
         2.0100       565.8723        60.2442        19.0836       582.0246       349.2061         0.0807        -0.2292
         2.0200       560.5840        60.1926        19.0452       581.4886       348.8780         0.1148        -0.2093
         2.0300       561.0956        60.2011        19.0739       581.8279       349.0373         0.0971        -0.2160
         2.0400       563.3708        60.2324        19.0729       581.9779       348.7976         0.0700        -0.2358
         2.0500       559.4893        60.1453        19.0479       581.6784       348.9453         0.0978        -0.2024
         2.0600       562.3568        60.2455        19.0657       581.7147       349.0250         0.0899        -0.2188
         2.0700       564.2035        60.2234        19.0721       581.6818       348.8211         0.0774        -0.2303
         2.0800       558.8150        60.1636        19.0875       581.9044       348.9722         0.0913        -0.2143
         2.0900       563.6334        60.2150        19.0950       581.9590       348.8894         0.0802        -0.2226
         2.1000       563.0037        60.1609        19.0535       581.5474       349.5092         0.0761        -0.1917
         2.1100       560.7067        60.1755        19.0704       581.8042       349.7378         0.0820        -0.2160
         2.1200       564.0917        60.2243        19.0680       581.7677       348.8384         0.0717        -0.2476
         2.1300       560.7943        60.2152        19.0555       581.6005       349.2949         0.0938        -0.1883
         2.1400       563.5238        60.3007        19.0807       582.0509       349.1232         0.0923        -0.2195
         2.1500       565.1218        60.2907        19.0644       581.7337       348.8038         0.0818        -0.2238
         2.1600       560.5768        60.1290        19.0812       581.6998       349.2739         0.0974        -0.2035
         2.1700       563.7757        60.2280        19.0955       581.9274       349.1215         0.0786        -0.2361
         2.1800       562.0658        60.2028        19.0554       581.5790       349.0546         0.0810        -0.2009
         2.1900       560.8839        60.1494        19.0597       582.1343       348.8980         0.0941        -0.2082
         2.2000       565.8523        60.2241        19.0617       581.7974       348.9181         0.0782        -0.2394
         2.2100       561.8527        60.1805        19.0478       581.6885       349.1746         0.0897        -0.2418
         2.2200       561.3070        60.2008        19.0575       582.0708       348.9563         0.0805        -0.2398
         2.2300       563.0104        60.2378        19.0463       581.2612       348.9700         0.0810        -0.2003
         2.2400       559.2213        60.2391        19.0537       581.8426       348.9955         0.1066        -0.2200
         2.2500       564.2094        60.2081        19.0756       582.2678       348.7379         0.0829        -0.2358
         2.2600       562.8555        60.1874        19.0449       581.5383       348.8833         0.0670        -0.2101
         2.2700       562.1627        60.1901        19.0676       582.0393       349.2280         0.0781        -0.2275
         2.2800       570.3740        60.1865        19.0604       581.9423       348.9141         0.0690        -0.2391
         2.2900       564.3315        60.1966        19.0239       581.6514       348.9295         0.0827        -0.2651
